case k ax ay az nod lp_f lp_v cnt
slow_slump 814 119 11585 -11574 0 11588 11586 242
slow_slump 815 9 11589 -11552 0 11583 11586 243
slow_slump 816 -41 11598 -11524 0 11575 11587 244
slow_slump 817 -9 11626 -11652 0 11584 11591 245
slow_slump 818 7 11574 -11540 0 11578 11588 246
slow_slump 819 -74 11668 -11585 0 11578 11598 247
slow_slump 820 2 11553 -11633 0 11584 11592 248
slow_slump 821 -65 11703 -11635 0 11590 11605 249
slow_slump 822 -26 11521 -11572 0 11587 11594 250
slow_slump 823 26 11498 -11563 0 11584 11582 251
slow_slump 824 74 11589 -11627 0 11589 11582 252
slow_slump 825 -26 11632 -11597 0 11590 11588 253
slow_slump 826 -170 11579 -11538 0 11583 11586 254
slow_slump 827 -4 11584 -11492 0 11571 11585 255
slow_slump 828 -12 11513 -11534 0 11566 11576 256
slow_slump 829 -19 11591 -11527 0 11561 11577 257
slow_slump 830 114 11656 -11600 0 11565 11586 258
slow_slump 831 20 11558 -11614 0 11571 11582 259
slow_slump 832 14 11617 -11587 0 11573 11586 260
slow_slump 833 28 11622 -11673 0 11585 11590 261
slow_slump 834 -69 11683 -11618 0 11589 11601 262
slow_slump 835 40 11664 -11557 0 11585 11608 263
slow_slump 836 32 11708 -11571 0 11583 11620 264
slow_slump 837 -40 11584 -11592 0 11584 11615 265
slow_slump 838 29 11672 -11666 0 11594 11622 266
slow_slump 839 30 11698 -11634 0 11599 11631 267
slow_slump 840 -3 11599 -11604 0 11599 11627 268
slow_slump 841 -60 11563 -11597 0 11598 11619 269
slow_slump 842 15 11555 -11448 0 11579 11611 270
slow_slump 843 -6 11601 -11574 0 11578 11609 271
slow_slump 844 -9 11606 -11537 0 11572 11608 272
slow_slump 845 -110 11646 -11585 0 11573 11612 273
slow_slump 846 8 11620 -11655 0 11583 11613 274
slow_slump 847 17 11535 -11579 0 11582 11603 275
slow_slump 848 -48 11570 -11567 0 11580 11598 276
slow_slump 849 1 11652 -11638 0 11587 11604 277
slow_slump 850 -27 11504 -11558 0 11583 11591 278
slow_slump 851 -138 11534 -11548 0 11578 11583 279
slow_slump 852 -13 11614 -11575 0 11577 11586 280
slow_slump 853 -69 11590 -11588 0 11578 11586 281
slow_slump 854 -52 11560 -11608 0 11581 11582 282
slow_slump 855 -13 11649 -11650 0 11589 11590 283
slow_slump 856 -27 11585 -11595 0 11589 11589 284
slow_slump 857 -64 11512 -11606 0 11591 11579 285
slow_slump 858 -36 11582 -11591 0 11591 11579 286
slow_slump 859 81 11509 -11496 0 11579 11570 287
slow_slump 860 35 11522 -11643 0 11587 11564 288
slow_slump 861 13 11521 -11580 0 11586 11558 289
slow_slump 862 -18 11580 -11606 0 11588 11560 290
slow_slump 863 -14 11504 -11594 0 11588 11553 291
slow_slump 864 54 11627 -11589 0 11588 11562 292
slow_slump 865 -2 11636 -11653 0 11596 11571 293
slow_slump 866 -39 11609 -11588 0 11595 11575 294
slow_slump 867 51 11603 -11598 0 11595 11578 295
slow_slump 868 -23 11650 -11586 0 11593 11587 296
slow_slump 869 -2 11576 -11684 0 11604 11585 297
slow_slump 870 -21 11573 -11588 0 11602 11583 298
slow_slump 871 -17 11705 -11526 0 11592 11598 299
slow_slump 872 -62 11588 -11686 0 11603 11596 300
slow_slump 873 26 11549 -11670 0 11611 11590 301
slow_slump 874 -48 11506 -11643 0 11615 11579 302
slow_slump 875 -3 11619 -11545 0 11606 11584 303
slow_slump 876 -13 11598 -11552 0 11599 11585 304
slow_slump 877 37 11596 -11628 0 11602 11586 305
slow_slump 878 -30 11539 -11540 0 11594 11580 306
slow_slump 879 -10 11557 -11603 0 11595 11577 307
slow_slump 880 40 11619 -11522 0 11585 11582 308
slow_slump 881 25 11559 -11506 0 11575 11579 309
slow_slump 882 -51 11649 -11617 0 11580 11587 310
slow_slump 883 -28 11584 -11594 0 11581 11586 311
slow_slump 884 42 11627 -11632 0 11587 11591 312
slow_slump 885 26 11564 -11556 0 11583 11587 313
slow_slump 886 61 11622 -11580 0 11582 11591 314
slow_slump 887 -30 11635 -11574 0 11581 11596 315
slow_slump 888 59 11658 -11593 0 11582 11603 316
slow_slump 889 19 11539 -11589 0 11582 11595 317
slow_slump 890 57 11630 -11582 0 11582 11599 318
slow_slump 891 0 11618 -11584 0 11582 11601 319
slow_slump 892 5 11630 -11624 0 11587 11604 320
slow_slump 893 129 11614 -11671 0 11597 11605 321
slow_slump 894 7 11583 -11601 0 11597 11602 322
slow_slump 895 -48 11589 -11546 0 11590 11600 323
slow_slump 896 18 11587 -11545 0 11584 11598 324
slow_slump 897 30 11686 -11594 0 11585 11609 325
slow_slump 898 2 11572 -11625 0 11590 11604 326
slow_slump 899 -16 11539 -11573 0 11587 11595 327
slow_slump 900 26 11636 -11514 0 11577 11600 328
slow_slump 901 -58 11597 -11580 0 11577 11599 329
slow_slump 902 62 11474 -11641 0 11585 11583 330
slow_slump 903 23 11603 -11525 0 11577 11585 331
slow_slump 904 5 11540 -11589 0 11578 11579 332
slow_slump 905 25 11518 -11624 0 11583 11571 333
slow_slump 906 57 11524 -11560 0 11580 11565 334
slow_slump 907 19 11594 -11621 0 11585 11568 335
slow_slump 908 -18 11567 -11542 0 11579 11567 336
slow_slump 909 43 11683 -11625 0 11584 11581 337
slow_slump 910 78 11573 -11638 0 11590 11580 338
slow_slump 911 -57 11608 -11586 0 11589 11583 339
slow_slump 912 -5 11594 -11559 0 11585 11584 340
slow_slump 913 100 11677 -11601 0 11587 11595 341
slow_slump 914 5 11505 -11587 0 11587 11583 342
slow_slump 915 76 11553 -11571 0 11585 11579 343
slow_slump 916 -59 11536 -11574 0 11583 11573 344
slow_slump 917 -20 11569 -11521 0 11575 11572 345
slow_slump 918 36 11555 -11628 0 11581 11569 346
slow_slump 919 6 11535 -11620 0 11585 11564 347
slow_slump 920 -77 11589 -11620 0 11589 11567 348
slow_slump 921 -75 11482 -11556 0 11584 11556 349
slow_slump 922 2 11516 -11624 0 11589 11551 350
slow_slump 923 -29 11565 -11533 0 11582 11552 351
slow_slump 924 5 11599 -11680 0 11594 11557 352
slow_slump 925 -124 11568 -11554 0 11589 11558 353
slow_slump 926 26 11589 -11622 0 11593 11561 354
slow_slump 927 -4 11468 -11567 0 11589 11549 355
slow_slump 928 5 11542 -11561 0 11585 11548 356
slow_slump 929 73 11575 -11648 0 11592 11551 357
slow_slump 930 -18 11692 -11554 0 11587 11568 358
slow_slump 931 6 11572 -11527 0 11579 11568 359
slow_slump 932 71 11611 -11651 0 11588 11573 360
slow_slump 933 -30 11596 -11671 0 11598 11575 361
slow_slump 934 -46 11556 -11550 0 11592 11572 362
slow_slump 935 -41 11629 -11515 0 11582 11579 363
slow_slump 936 -46 11551 -11653 0 11590 11575 364
slow_slump 937 -28 11556 -11521 0 11581 11572 365
slow_slump 938 -13 11627 -11645 0 11589 11578 366
slow_slump 939 -48 11532 -11592 0 11589 11572 367
slow_slump 940 23 11587 -11530 0 11581 11573 368
slow_slump 941 -31 11529 -11654 0 11590 11567 369
slow_slump 942 -33 11658 -11617 0 11593 11578 370
slow_slump 943 -43 11618 -11645 0 11599 11583 371
slow_slump 944 -29 11541 -11592 0 11598 11577 372
slow_slump 945 92 11617 -11606 0 11599 11582 373
slow_slump 946 58 11637 -11532 0 11590 11588 374
slow_slump 947 -41 11634 -11618 0 11593 11593 375
slow_slump 948 54 11601 -11534 0 11585 11594 376
slow_slump 949 -97 11611 -11553 0 11581 11596 377
slow_slump 950 43 11523 -11550 0 11577 11586 378
slow_slump 951 26 11557 -11650 0 11586 11582 379
slow_slump 952 -4 11573 -11645 0 11593 11580 380
slow_slump 953 52 11575 -11564 0 11589 11579 381
slow_slump 954 74 11617 -11602 0 11590 11583 382
slow_slump 955 -49 11604 -11650 0 11597 11585 383
slow_slump 956 -14 11566 -11570 0 11593 11582 384
slow_slump 957 -22 11567 -11590 0 11592 11580 385
slow_slump 958 44 11600 -11563 0 11588 11582 386
slow_slump 959 29 11582 -11555 0 11583 11582 387
slow_slump 960 90 11596 -11626 0 11588 11583 388
slow_slump 961 12 11632 -11700 0 11602 11589 389
slow_slump 962 -70 11484 -11559 0 11596 11575 390
slow_slump 963 23 11562 -11619 0 11598 11573 391
slow_slump 964 79 11514 -11548 0 11591 11565 392
slow_slump 965 21 11599 -11517 0 11581 11569 393
slow_slump 966 50 11607 -11561 0 11578 11573 394
slow_slump 967 13 11498 -11637 0 11585 11563 395
slow_slump 968 8 11652 -11552 0 11580 11574 396
slow_slump 969 -5 11605 -11573 0 11579 11577 397
slow_slump 970 5 11540 -11598 0 11581 11572 398
slow_slump 971 25 11630 -11504 0 11571 11579 399
slow_slump 972 -26 11573 -11601 0 11574 11578 400
slow_slump 973 21 11587 -11605 0 11577 11579 401
slow_slump 974 -2 11670 -11639 0 11584 11590 402
slow_slump 975 -99 11618 -11560 0 11581 11593 403
slow_slump 976 -53 11572 -11609 0 11584 11590 404
slow_slump 977 -100 11496 -11610 0 11587 11578 405
slow_slump 978 -31 11540 -11627 0 11592 11573 406
slow_slump 979 -42 11620 -11621 0 11595 11578 407
slow_slump 980 8 11524 -11559 0 11590 11571 408
slow_slump 981 -82 11581 -11560 0 11586 11572 409
slow_slump 982 -55 11613 -11565 0 11583 11577 410
slow_slump 983 67 11538 -11668 0 11593 11572 411
slow_slump 984 16 11584 -11526 0 11584 11573 412
slow_slump 985 23 11610 -11528 0 11577 11577 413
slow_slump 986 6 11614 -11596 0 11579 11581 414
slow_slump 987 40 11628 -11568 0 11577 11586 415
slow_slump 988 43 11619 -11645 0 11585 11590 416
slow_slump 989 0 11534 -11684 0 11597 11583 417
slow_slump 990 6 11583 -11658 0 11604 11583 418
slow_slump 991 -52 11544 -11656 0 11610 11578 419
slow_slump 992 -43 11603 -11659 0 11616 11581 420
slow_slump 993 13 11683 -11654 0 11620 11593 421
slow_slump 994 84 11544 -11576 0 11614 11586 422
slow_slump 995 4 11645 -11569 0 11608 11593 423
slow_slump 996 27 11651 -11521 0 11597 11600 424
slow_slump 997 -33 11533 -11549 0 11591 11591 425
slow_slump 998 -75 11570 -11620 0 11594 11588 426
slow_slump 999 -2 11565 -11540 0 11587 11585 427
slow_slump 1000 33 11536 -11584 0 11586 11578 428
slow_slump 1001 -6 11524 -11652 0 11594 11571 429
slow_slump 1002 23 11567 -11536 0 11586 11570 430
slow_slump 1003 -37 11581 -11584 0 11585 11571 431
slow_slump 1004 -98 11605 -11556 0 11581 11575 432
slow_slump 1005 -61 11611 -11609 0 11584 11579 433
slow_slump 1006 102 11698 -11685 0 11596 11593 434
slow_slump 1007 -18 11587 -11597 0 11596 11592 435
slow_slump 1008 20 11609 -11558 0 11591 11594 436
slow_slump 1009 2 11616 -11553 0 11586 11596 437
slow_slump 1010 -40 11631 -11589 0 11586 11600 438
slow_slump 1011 -51 11620 -11619 0 11590 11602 439
slow_slump 1012 38 11570 -11577 0 11588 11598 440
slow_slump 1013 -114 11536 -11551 0 11583 11590 441
slow_slump 1014 -7 11552 -11509 0 11573 11585 442
slow_slump 1015 -60 11667 -11605 0 11577 11595 443
slow_slump 1016 -93 11588 -11562 0 11575 11594 444
slow_slump 1017 -27 11709 -11599 0 11578 11608 445
slow_slump 1018 14 11689 -11572 0 11577 11618 446
slow_slump 1019 -10 11552 -11584 0 11577 11609 447
slow_slump 1020 37 11541 -11566 0 11575 11600 448
slow_slump 1021 2 11514 -11631 0 11582 11589 449
slow_slump 1022 -56 11644 -11568 0 11580 11595 450
slow_slump 1023 -12 11643 -11574 0 11579 11601 451
slow_slump 1024 3 11663 -11621 0 11584 11608 452
slow_slump 1025 10 11601 -11666 0 11594 11607 453
slow_slump 1026 10 11492 -11586 0 11593 11592 454
slow_slump 1027 -12 11608 -11651 0 11600 11594 455
slow_slump 1028 56 11538 -11540 0 11592 11587 456
slow_slump 1029 -87 11592 -11665 0 11601 11587 457
slow_slump 1030 39 11551 -11604 0 11601 11582 458
slow_slump 1031 45 11521 -11485 0 11586 11574 459
slow_slump 1032 -120 11662 -11645 0 11593 11585 460
slow_slump 1033 50 11560 -11633 0 11598 11581 461
slow_slump 1034 183 11660 -11666 0 11606 11590 462
slow_slump 1035 13 11643 -11714 0 11619 11596 463
slow_slump 1036 -8 11624 -11565 0 11612 11599 464
slow_slump 1037 36 11627 -11495 0 11597 11602 465
slow_slump 1038 30 11575 -11558 0 11592 11598 466
slow_slump 1039 61 11555 -11701 0 11605 11592 467
slow_slump 1040 25 11592 -11551 0 11598 11592 468
slow_slump 1041 24 11550 -11600 0 11598 11586 469
slow_slump 1042 89 11640 -11551 0 11592 11592 470
slow_slump 1043 -62 11580 -11636 0 11597 11590 471
slow_slump 1044 -19 11592 -11668 0 11605 11590 472
slow_slump 1045 34 11615 -11529 0 11595 11593 473
slow_slump 1046 -9 11571 -11622 0 11598 11590 474
slow_slump 1047 40 11588 -11581 0 11595 11589 475
slow_slump 1048 -17 11497 -11548 0 11589 11577 476
slow_slump 1049 -16 11628 -11602 0 11590 11583 477
slow_slump 1050 79 11580 -11657 0 11598 11582 478
slow_slump 1051 -4 11584 -11562 0 11593 11582 479
slow_slump 1052 54 11655 -11574 0 11590 11591 480
slow_slump 1053 -80 11574 -11615 0 11593 11588 481
slow_slump 1054 -34 11555 -11571 0 11590 11583 482
slow_slump 1055 70 11489 -11523 0 11581 11571 483
slow_slump 1056 -32 11588 -11664 0 11591 11573 484
slow_slump 1057 -45 11620 -11496 0 11579 11578 485
slow_slump 1058 -51 11586 -11581 0 11579 11579 486
slow_slump 1059 -14 11514 -11564 0 11577 11570 487
slow_slump 1060 -19 11593 -11602 0 11580 11572 488
slow_slump 1061 -22 11585 -11643 0 11587 11573 489
slow_slump 1062 41 11540 -11680 0 11598 11568 490
slow_slump 1063 -2 11570 -11639 0 11603 11568 491
slow_slump 1064 3 11522 -11472 0 11586 11562 492
slow_slump 1065 -39 11537 -11542 0 11580 11558 493
slow_slump 1066 -61 11584 -11567 0 11578 11561 494
slow_slump 1067 114 11546 -11604 0 11581 11559 495
slow_slump 1068 24 11589 -11652 0 11589 11562 496
slow_slump 1069 -78 11506 -11581 0 11588 11555 497
slow_slump 1070 -127 11613 -11595 0 11588 11562 498
slow_slump 1071 7 11610 -11576 0 11586 11568 499
slow_slump 1072 29 11578 -11639 0 11592 11569 500
slow_slump 1073 0 11669 -11525 0 11583 11581 501
slow_slump 1074 -14 11595 -11477 0 11569 11582 502
slow_slump 1075 -18 11599 -11593 0 11572 11584 503
slow_slump 1076 7 11585 -11586 0 11573 11584 504
slow_slump 1077 -68 11621 -11576 0 11573 11588 505
slow_slump 1078 89 11616 -11583 0 11574 11591 506
slow_slump 1079 -9 11531 -11518 0 11567 11583 507
slow_slump 1080 -40 11616 -11585 0 11569 11587 508
slow_slump 1081 52 11575 -11735 0 11589 11585 509
slow_slump 1082 1 11523 -11547 0 11583 11577 510
slow_slump 1083 104 11569 -11540 0 11577 11576 511
slow_slump 1084 40 11516 -11618 0 11582 11568 512
slow_slump 1085 -65 11503 -11689 0 11595 11559 513
slow_slump 1086 101 11582 -11633 0 11599 11561 514
slow_slump 1087 -53 11536 -11582 0 11596 11557 515
slow_slump 1088 -44 11566 -11537 0 11588 11558 516
slow_slump 1089 -40 11555 -11635 0 11593 11557 517
slow_slump 1090 -12 11610 -11545 0 11587 11563 518
slow_slump 1091 -23 11496 -11569 0 11584 11554 519
slow_slump 1092 26 11563 -11644 0 11591 11555 520
slow_slump 1093 34 11579 -11602 0 11592 11558 521
slow_slump 1094 57 11579 -11464 0 11576 11560 522
slow_slump 1095 30 11633 -11504 0 11567 11569 523
slow_slump 1096 -19 11589 -11601 0 11571 11571 524
slow_slump 1097 37 11576 -11621 0 11577 11571 525
slow_slump 1098 -49 11560 -11560 0 11574 11569 526
slow_slump 1099 -107 11594 -11606 0 11578 11572 527
slow_slump 1100 -29 11583 -11602 0 11581 11573 528
slow_slump 1101 -84 11547 -11532 0 11574 11569 529
slow_slump 1102 -57 11550 -11679 0 11587 11566 530
slow_slump 1103 31 11511 -11498 0 11575 11559 531
slow_slump 1104 -15 11521 -11594 0 11577 11554 532
slow_slump 1105 -11 11563 -11418 0 11557 11555 533
slow_slump 1106 18 11573 -11595 0 11561 11557 534
slow_slump 1107 -54 11545 -11565 0 11561 11555 535
slow_slump 1108 19 11569 -11493 0 11552 11556 536
slow_slump 1109 22 11641 -11585 0 11556 11566 537
slow_slump 1110 -29 11580 -11532 0 11553 11567 538
slow_slump 1111 57 11525 -11643 0 11564 11561 539
slow_slump 1112 6 11726 -11543 0 11561 11581 540
slow_slump 1113 19 11595 -11587 0 11564 11582 541
slow_slump 1114 -49 11594 -11543 0 11561 11583 542
slow_slump 1115 -1 11573 -11605 0 11566 11581 543
slow_slump 1116 75 11622 -11713 0 11584 11586 544
slow_slump 1117 21 11545 -11517 0 11575 11580 545
slow_slump 1118 -4 11535 -11571 0 11574 11574 546
slow_slump 1119 -16 11601 -11522 0 11567 11577 547
slow_slump 1120 -72 11612 -11544 0 11564 11581 548
slow_slump 1121 -38 11624 -11558 0 11563 11586 549
slow_slump 1122 33 11641 -11623 1 11570 11592 50
slow_slump 1123 -70 11521 -11646 0 11579 11583 51
slow_slump 1124 -17 11546 -11626 0 11584 11578 52
slow_slump 1125 95 11702 -11554 0 11580 11593 53
slow_slump 1126 -39 11643 -11630 0 11586 11599 54
slow_slump 1127 60 11594 -11550 0 11581 11598 55
slow_slump 1128 -8 11563 -11581 0 11581 11593 56
slow_slump 1129 -47 11636 -11641 0 11588 11598 57
slow_slump 1130 29 11590 -11610 0 11590 11597 58
slow_slump 1131 -8 11640 -11581 0 11588 11602 59
slow_slump 1132 86 11665 -11580 0 11587 11609 60
slow_slump 1133 -13 11496 -11641 0 11593 11594 61
slow_slump 1134 -4 11568 -11588 0 11592 11590 62
slow_slump 1135 45 11567 -11625 0 11596 11587 63
slow_slump 1136 -66 11580 -11644 0 11602 11586 64
slow_slump 1137 -34 11575 -11532 0 11593 11584 65
slow_slump 1138 10 11567 -11570 0 11590 11581 66
slow_slump 1139 -46 11564 -11588 0 11589 11578 67
slow_slump 1140 -61 11548 -11608 0 11591 11574 68
slow_slump 1141 -39 11544 -11564 0 11587 11570 69
slow_slump 1142 -7 11517 -11592 0 11587 11563 70
slow_slump 1143 -33 11678 -11583 0 11586 11577 71
slow_slump 1144 -69 11604 -11576 0 11584 11580 72
slow_slump 1145 2 11487 -11633 0 11590 11568 73
slow_slump 1146 -117 11541 -11595 0 11590 11564 74
slow_slump 1147 97 11562 -11513 0 11580 11563 75
slow_slump 1148 92 11645 -11518 0 11572 11573 76
slow_slump 1149 -36 11453 -11544 0 11568 11558 77
slow_slump 1150 8 11527 -11657 0 11579 11554 78
slow_slump 1151 13 11569 -11562 0 11576 11555 79
slow_slump 1152 -84 11681 -11567 0 11574 11570 80
slow_slump 1153 29 11662 -11631 0 11581 11581 81
slow_slump 1154 -17 11669 -11685 0 11594 11592 82
slow_slump 1155 -22 11615 -11584 0 11592 11594 83
slow_slump 1156 11 11520 -11487 0 11578 11584 84
slow_slump 1157 -65 11561 -11578 0 11578 11581 85
slow_slump 1158 7 11554 -11598 0 11580 11577 86
slow_slump 1159 -20 11579 -11540 0 11575 11577 87
slow_slump 1160 -2 11626 -11657 0 11585 11583 88
slow_slump 1161 34 11581 -11735 0 11603 11582 89
slow_slump 1162 -36 11646 -11658 0 11609 11590 90
slow_slump 1163 85 11483 -11569 0 11604 11576 91
slow_slump 1164 9 11537 -11555 0 11597 11571 92
slow_slump 1165 5 11607 -11609 0 11598 11575 93
slow_slump 1166 33 11567 -11581 0 11595 11574 94
slow_slump 1167 -6 11602 -11612 0 11597 11577 95
slow_slump 1168 -31 11587 -11638 0 11602 11578 96
slow_slump 1169 97 11734 -11574 0 11598 11597 97
slow_slump 1170 -7 11556 -11584 0 11596 11591 98
slow_slump 1171 72 11571 -11625 0 11599 11588 99
slow_slump 1172 -54 11567 -11619 0 11601 11585 100
slow_slump 1173 -46 11591 -11617 0 11603 11585 101
slow_slump 1174 -11 11469 -11664 0 11610 11570 102
slow_slump 1175 53 11639 -11556 0 11603 11578 103
slow_slump 1176 44 11563 -11599 0 11602 11576 104
slow_slump 1177 20 11476 -11623 0 11604 11563 105
slow_slump 1178 2 11590 -11586 0 11601 11566 106
slow_slump 1179 -16 11601 -11581 0 11598 11570 107
slow_slump 1180 1 11524 -11576 0 11595 11564 108
slow_slump 1181 -18 11583 -11648 0 11601 11566 109
slow_slump 1182 7 11650 -11585 0 11599 11576 110
slow_slump 1183 32 11625 -11601 0 11599 11582 111
slow_slump 1184 17 11570 -11590 0 11597 11580 112
slow_slump 1185 -23 11642 -11571 0 11593 11587 113
slow_slump 1186 -2 11598 -11609 0 11595 11588 114
slow_slump 1187 -46 11522 -11567 0 11591 11579 115
slow_slump 1188 -42 11618 -11537 0 11584 11583 116
slow_slump 1189 -7 11553 -11592 0 11585 11579 117
slow_slump 1190 -9 11540 -11596 0 11586 11574 118
slow_slump 1191 -10 11559 -11586 0 11586 11572 119
slow_slump 1192 -84 11546 -11648 0 11593 11568 120
slow_slump 1193 73 11537 -11584 0 11591 11564 121
slow_slump 1194 37 11647 -11642 0 11597 11574 122
slow_slump 1195 87 11694 -11563 0 11592 11589 123
slow_slump 1196 113 11622 -11589 0 11591 11593 124
slow_slump 1197 -88 11600 -11720 0 11607 11593 125
slow_slump 1198 -2 11632 -11594 0 11605 11597 126
slow_slump 1199 -18 11540 -11628 0 11607 11589 127
slow_slump 1200 -5 11647 -11629 0 11609 11596 128
slow_slump 1201 33 11479 -11580 0 11605 11581 129
slow_slump 1202 -1 11570 -11669 0 11613 11579 130
slow_slump 1203 19 11572 -11669 0 11620 11578 131
slow_slump 1204 -1 11683 -11549 0 11611 11591 132
slow_slump 1205 -63 11546 -11597 0 11609 11585 133
slow_slump 1206 29 11493 -11629 0 11611 11573 134
slow_slump 1207 31 11547 -11550 0 11603 11569 135
slow_slump 1208 -66 11578 -11553 0 11596 11570 136
slow_slump 1209 4 11596 -11561 0 11591 11573 137
slow_slump 1210 -21 11684 -11617 0 11594 11586 138
slow_slump 1211 21 11537 -11548 0 11588 11579 139
slow_slump 1212 18 11547 -11616 0 11591 11575 140
slow_slump 1213 129 11565 -11555 0 11586 11573 141
slow_slump 1214 -41 11499 -11585 0 11585 11563 142
slow_slump 1215 39 11628 -11579 0 11584 11571 143
slow_slump 1216 76 11562 -11561 0 11581 11569 144
slow_slump 1217 54 11635 -11646 0 11589 11577 145
slow_slump 1218 5 11548 -11547 0 11583 11573 146
slow_slump 1219 -29 11615 -11552 0 11579 11578 147
slow_slump 1220 -43 11613 -11640 0 11586 11582 148
slow_slump 1221 11 11562 -11700 0 11600 11579 149
slow_slump 1222 65 11533 -11638 0 11604 11573 150
slow_slump 1223 6 11565 -11538 0 11595 11572 151
slow_slump 1224 17 11651 -11481 0 11580 11581 152
slow_slump 1225 -80 11654 -11584 0 11580 11590 153
slow_slump 1226 -49 11559 -11660 0 11590 11586 154
slow_slump 1227 -16 11607 -11570 0 11587 11588 155
slow_slump 1228 8 11605 -11614 0 11590 11590 156
slow_slump 1229 37 11637 -11593 0 11590 11595 157
slow_slump 1230 -44 11609 -11608 0 11592 11596 158
slow_slump 1231 6 11629 -11552 0 11587 11600 159
slow_slump 1232 -68 11601 -11577 0 11585 11600 160
slow_slump 1233 -26 11639 -11563 0 11582 11604 161
slow_slump 1234 120 11579 -11600 0 11584 11600 162
slow_slump 1235 48 11644 -11662 0 11593 11605 163
slow_slump 1236 -27 11598 -11608 0 11594 11604 164
slow_slump 1237 14 11577 -11622 0 11597 11600 165
slow_slump 1238 -38 11569 -11563 0 11592 11596 166
slow_slump 1239 -40 11614 -11561 0 11588 11598 167
slow_slump 1240 2 11539 -11616 0 11591 11590 168
slow_slump 1241 -101 11532 -11567 0 11588 11582 169
slow_slump 1242 -88 11604 -11626 0 11592 11584 170
slow_slump 1243 55 11573 -11538 0 11585 11582 171
slow_slump 1244 103 11603 -11567 0 11582 11584 172
slow_slump 1245 -63 11572 -11635 0 11588 11582 173
slow_slump 1246 -68 11530 -11590 0 11588 11575 174
slow_slump 1247 44 11567 -11602 0 11589 11574 175
slow_slump 1248 66 11571 -11575 0 11587 11573 176
slow_slump 1249 -27 11540 -11606 0 11589 11568 177
slow_slump 1250 3 11530 -11642 0 11595 11563 178
slow_slump 1251 30 11524 -11617 0 11597 11558 179
slow_slump 1252 0 11537 -11603 0 11597 11555 180
slow_slump 1253 -16 11559 -11620 0 11599 11555 181
slow_slump 1254 58 11613 -11619 0 11601 11562 182
slow_slump 1255 -38 11558 -11715 0 11615 11561 183
slow_slump 1256 12 11564 -11626 0 11616 11561 184
slow_slump 1257 7 11473 -11629 0 11617 11550 185
slow_slump 1258 29 11587 -11529 0 11606 11554 186
slow_slump 1259 -57 11650 -11600 0 11605 11566 187
slow_slump 1260 -23 11719 -11631 0 11608 11585 188
slow_slump 1261 -23 11586 -11536 0 11599 11585 189
slow_slump 1262 -11 11564 -11524 0 11589 11582 190
slow_slump 1263 -20 11600 -11575 0 11587 11584 191
slow_slump 1264 8 11589 -11592 0 11587 11584 192
slow_slump 1265 -77 11693 -11545 0 11581 11597 193
slow_slump 1266 20 11618 -11534 0 11575 11599 194
slow_slump 1267 -7 11603 -11710 0 11591 11599 195
slow_slump 1268 1 11646 -11568 0 11588 11604 196
slow_slump 1269 -26 11573 -11606 0 11590 11600 197
slow_slump 1270 -15 11548 -11697 0 11603 11593 198
slow_slump 1271 36 11595 -11510 0 11591 11593 199
slow_slump 1272 7 11593 -11591 0 11591 11593 200
slow_slump 1273 -83 11490 -11634 0 11596 11580 201
slow_slump 1274 -12 11586 -11531 0 11587 11580 202
slow_slump 1275 10 11544 -11543 0 11581 11575 203
slow_slump 1276 -16 11576 -11614 0 11585 11575 204
slow_slump 1277 -4 11474 -11562 0 11582 11562 205
slow_slump 1278 -50 11610 -11635 0 11588 11568 206
slow_slump 1279 -27 11522 -11533 0 11581 11562 207
slow_slump 1280 -59 11622 -11561 0 11578 11569 208
slow_slump 1281 -64 11548 -11472 0 11564 11566 209
slow_slump 1282 85 11577 -11533 0 11560 11567 210
slow_slump 1283 -34 11634 -11568 0 11561 11575 211
slow_slump 1284 19 11529 -11617 0 11568 11569 212
slow_slump 1285 88 11580 -11618 0 11574 11570 213
slow_slump 1286 -28 11549 -11567 0 11573 11567 214
slow_slump 1287 6 11555 -11639 0 11581 11565 215
slow_slump 1288 2 11492 -11594 0 11582 11555 216
slow_slump 1289 10 11642 -11545 0 11577 11565 217
slow_slump 1290 21 11540 -11485 0 11565 11561 218
slow_slump 1291 -74 11570 -11556 0 11563 11562 219
slow_slump 1292 25 11600 -11567 0 11563 11566 220
slow_slump 1293 51 11574 -11670 0 11576 11567 221
slow_slump 1294 25 11678 -11555 0 11573 11580 222
slow_slump 1295 53 11585 -11711 0 11590 11580 223
slow_slump 1296 13 11618 -11606 0 11592 11584 224
slow_slump 1297 -95 11584 -11493 0 11579 11584 225
slow_slump 1298 91 11613 -11581 0 11579 11587 226
slow_slump 1299 -35 11606 -11650 0 11587 11589 227
slow_slump 1300 4 11571 -11618 0 11590 11586 228
slow_slump 1301 -9 11580 -11620 0 11593 11585 229
slow_slump 1302 13 11622 -11615 0 11595 11589 230
slow_slump 1303 -16 11600 -11580 0 11593 11590 231
slow_slump 1304 12 11641 -11593 0 11593 11596 232
slow_slump 1305 -2 11622 -11544 0 11586 11599 233
slow_slump 1306 27 11648 -11660 0 11595 11605 234
slow_slump 1307 23 11641 -11572 0 11592 11609 235
slow_slump 1308 -28 11628 -11617 0 11595 11611 236
slow_slump 1309 30 11522 -11653 0 11602 11599 237
